id,name,year,teacher,language,cycle,ects,content,url,faculty,campus,program,programlinks,shift_score,shiftpatterns,climate_score,climate_patterns,SDG1,SDG2,SDG3,SDG4,SDG5,SDG6,SDG7,SDG8,SDG9,SDG10,SDG11,SDG12,SDG13,SDG14,SDG15,SDG16,SDG17
SMEM0013-1,Mémoire,2020-2021 ,['Collégialité'],['fr'],['master'],[27],"Le mémoire (travail de fin d'études) du Master Biologie des Organismes et Ecologie (BOE) comporte la réalisation d'un travail de recherche scientifique personnel sur un sujet en relation avec les Sciences Biologiques. Il s'agit d'une synthèse originale de travaux de recherche effectués par l'étudiant mettant en perspective un certain sujet d'étude, une contribution au développement d'une recherche en cours dans le laboratoire d'accueil, ou encore directement un travail de recherche original pouvant conduire à la publication de résultats au terme du travail. L'ensemble des travaux est consigné dans un document écrit et une synthèse est présentée oralement.





   



Informations générales




   


Le mémoire de fin d'études est réalisé sous la supervision scientifique (i) d'un promoteur ou (ii) d'un promoteur et d'un co-promoteur (titulaires d'un doctorat) dans un service de recherche. L'encadrement peut être complémenté par un directeur de recherche. Un membre n'appartenant pas au Département de Biologie, Ecologie et Evolution et n'y dispensant pas de cours obligatoire peut assurer la supervision d'un mémoire pour autant qu'il soit associé à un co-promoteur membre du personnel au Département de Biologie, Ecologie et Evolution. Pour les étudiants inscrits dans la finalité spécialisée, le mémoire doit être réalisé en dehors de l'Université, en Belgique ou à l'étranger, au sein d'une équipe professionnelle travaillant dans le domaine de la conservation de la nature (administration, ONG, entreprises ou autres). L'étudiant doit être suivi par un encadrant issu de l'équipe professionnelle dans laquelle l'étudiant réalisera son mémoire et un promoteur, membre du Département de Biologie, Ecologie et Evolution.


  


  


Les sujets de mémoire sont proposés par les promoteurs potentiels et accessibles aux étudiants au secrétariat du conseil des études, ou par internet parmi les informations relatives au mémoire (via e-campus). Le choix du sujet de mémoire s'effectue généralement au cours du 2ème quadrimestre précédant l'année du mémoire. Les étudiants d'autres universités envisageant d'effectuer un master BOE (bloc 2) à l'ULiège sont invités à contacter le secrétariat du conseil des études pour la liste des sujets et à vérifier auprès des promoteurs si une place dans le sujet/domaine choisi est encore disponible. Les étudiants sont invités à s'informer sur les activités de recherche des laboratoires du Département de Département de Biologie, Ecologie et Evolution, à contacter les promoteurs potentiels afin d'obtenir des informations complémentaires et à consulter la liste des cours à option disponibles. Ils peuvent également proposer un sujet au promoteur potentiel.


   


   


En début d'année académique, le nom du promoteur (et co-promoteur éventuel), un titre provisoire du mémoire, une proposition du comité de lecture, ainsi que le choix des cours à option sont transmis au secrétariat du Jury du Master BOE. Pour les étudiants de la finalité didactique, le nom du promoteur (et de l'encadrant/co-promoteur éventuel), un titre provisoire du mémoire et une proposition du comité de lecture seront fournis au plus tard avant le début du second quadrimestre. Le comité de lecture du mémoire est constitué de 3 personnes (en plus du promoteur et du co-promoteur), titulaires d'un doctorat (sauf exception). Le comité de lecture ne peut comporter plus de 2 membres d'un même service ou plus de 3 membres de 2 services codirigeant le mémoire. Les titres, choix des promoteurs/co-promoteurs et membres des comités de lecture sont soumis pour approbation au jury, dans le respect du présent règlement.",https://www.programmes.uliege.be/cocoon/20202021/cours/SMEM0013-1.html,['Faculté des Sciences'],['Liège Sart-Tilman'],"['Master en biologie des organismes et écologie, à finalité']",,0.9265322999435184,"{""ecologie evolution y"": 1, ""ecologie evolution sujets"": 1, ""ecologie evolution etudiants"": 1, ""ecologie evolution contacter"": 1, ""ecologie evolution"": 1, ""ecologie boe comporte"": 1, ""ecologie boe"": 1, ""ecologie"": 1}",0.0,{},0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
BIOL2036-1,Mesures de la biodiversité animale et applications,2020-2021 ,"['Sylvie\xa0Gobert', 'Mathieu\xa0Poulicek']",['fr'],['bachelier'],[2],"
La biodiversité est la diversité, naturelle ou non, des organismes vivants. Elle peut se mesurer en considérant la diversité des écosystèmes, des espèces, et des gènes... dans l'espace et dans le temps. La biodiversité représente un enjeu scientifique, social, économique et politique considérable.


 Ce cours donne  les concepts actuels de base sur les méthodes d'évaluation, de suivi et de gestion de la biodiversité animale.



 


 
 Outline contents: 


 1. Histoire du concept et définition de la ""biodiversité""  


 2. LES biodiversités:


 

Diversité taxonomique (spécifique et infraspécifique) 
Diversité des communautés et des écosystèmes, les ""hotspots"" 
Diversité génétique et phylogénétique (renvoi au cours du Prof. E. Sérusiaux). 
Diversité fonctionnelle. 
 3. Mesurer la biodiversité (concepts généraux)


 

Les différentes métriques (origine, comparaison, avantages/inconvénients) 
Alpha, bêta, gamma-...diversités. 
 4. Combien d'espèces actuellement et comment l'évaluer?


 5. Diversité, érosion et perturbations des écosystèmes.


 

Usages des indices de biodiversité 
Indicateurs environnementaux 
Enjeux dans le cadre du ""développement durable"" 
 Les cours théoriques présentent une approche de la biodiversité animale à différentes échelles spatiales  et donnent des exemples  pour différents écosystèmes.


 L'enseignement pratique permet l'acquisition d'outils simples d'identification des espèces, de groupe systématique, de calcul de la biodiversité animale.",https://www.programmes.uliege.be/cocoon/20202021/cours/BIOL2036-1.html,['Faculté des Sciences'],['Liège Sart-Tilman'],['Bachelier en sciences biologiques'],,1.3039263910422962,"{""ecosystemes usages indices"": 1, ""ecosystemes usages"": 1, ""ecosystemes hotspots diversite"": 1, ""ecosystemes hotspots"": 1, ""ecosystemes especes genes"": 1, ""ecosystemes especes"": 1, ""ecosystemes enseignement pratique"": 1, ""ecosystemes enseignement"": 1, ""ecosystemes"": 1, ""developpement durable cours"": 1, ""developpement durable"": 1}",0.0,{},0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
BIOD0007-1,Méthodes d'analyse de la biodiversité : communauté et populations,2020-2021 ,"['Adeline\xa0Fayolle', 'Grégory\xa0Mahy', 'Arnaud\xa0Monty']",['fr'],"['master', 'master']","[6, 3]","Inventaire et analyse de la diversité des communautés végétales


  Interprétation écologique des communautés végétales dans le contexte de la gestion de la biodiversité


  Niches écologiques


  Caractérisation des paramètres d'état et de dynamique des populations Gestion des populations d'espèces exploitées/en danger",https://www.programmes.uliege.be/cocoon/20202021/cours/BIOD0007-1.html,"['Gembloux Agro-Bio Tech', 'Faculté des Sciences']","['Gembloux', 'Liège Sart-Tilman']","['Master : bioingénieur en gestion des forêts et des espaces naturels, à finalité', 'Master en biologie des organismes et écologie, à finalité']",,1.4891683068319077,"{""ecologiques caracterisation parametres"": 1, ""ecologiques caracterisation"": 1, ""ecologiques"": 1, ""ecologique communautes vegetales"": 1, ""ecologique communautes"": 1, ""ecologique"": 1}",0.0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OCEA0085-1,"Méthodes d'investigation, d'observation et d'analyse du plancton marin",2020-2021 ,['Anne\xa0Goffart'],['fr'],"['master', 'master']","[3, 4]","Malgré sa taille réduite, le plancton est un élément-clé de l'écosystème océanique. Aujourd'hui, l'étude de la diversité, de la distribution et de la dynamique des organismes planctoniques repose sur une grande variété d'outils et fait l'objet d'une approche pluridisciplinaire.


Les objectifs du cours sont de présenter :


 

les caractéristiques générales de la biodiversité du plancton marin; 
les outils taxonomiques pour comprendre la diversité du plancton; 
la complémentarité des méthodes d'investigation du plancton (e.g. filets, gliders, satellites, ...) et leurs  relations avec les paramètres environnementaux; 
les méthodes d'observation et d'analyse du plancton (e.g. microscopie, cytométrie en flux, flowcam, zooscan, chémotaxonomie, imagerie satellitaire, ...) et les différents domaines d'application; 
des exemples de données phytoplanctoniques acquises à différentes échelles de temps et d'espace.",https://www.programmes.uliege.be/cocoon/20202021/cours/OCEA0085-1.html,"['Faculté des Sciences', 'Faculté des Sciences']","['Liège Sart-Tilman', 'Liège Sart-Tilman']","['Master en biologie des organismes et écologie, à finalité', 'Master en océanographie, à finalité']",,0.4287051028760487,"{""ecosysteme oceanique etude"": 1, ""ecosysteme oceanique"": 1, ""ecosysteme"": 1}",0.0,{},0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
HAAR0247-1,Méthodes de datation,2020-2021 ,"['Patrick\xa0Hoffsummer', 'Philippe\xa0Lanos']",['fr'],['master'],[5],"
Partim 1 : Dendrochronologie et technologie du bois ancien
L'évolution récente des techniques d'analyse du bois présent dans le patrimoine culturel permet d'apporter un éclairage neuf sur les processus de sa mise en uvre. Le cours propose d'aborder les multiples formes de la mise en oeuvre du matériau (architecture, construction navale, mobilier, uvres d'art) sur terrain et en laboratoire : archéologie du batiment, études des outils et de leurs traces (tracéologie), techniques de débitage et d'assemblage, types d'assemblages et de structures, datation relative et absolue, dendrochronologie. Celle-ci est une discipline issue des sciences naturelles dont une des applications est la datation à l'année près de la croissance des arbres. L'analyse des cernes de croissances, dont les caractéristiques varient en fonction de différents facteurs dont le climat, intéresse toutefois d'autres chercheurs comme les climatologues, les forestiers, les spécialistes de l'environnement. Le cours comprendra une formation théorique et pratique.


Partim 2 : Datation et modélisation chronologique
L'analyse statistique bayésienne des données s'est considérablement développée dans le domaine de l'archéologie et a donné lieu au développement de logiciels tels que OxCal (1995), BCal (1999), ChronoModel (2015). Ce développement répond à l'augmentation considérable des données de datation qu'il n'est plus possible de traiter de façon « manuelle ». Le succès de cette approche de modélisation repose sur la facilité d'incorporer plusieurs sources de données et de connaissance dans des modèles complexes, et sur la capacité à prendre en compte les sources de variabilité et d'incertitude sur les datations. Les inférences et les prédictions produites par cette modélisation s'expriment sous une forme probabiliste permettant une analyse intégrée de la chronologie.


 Ce cours  s'adresse aux chercheurs qui sont amenés à construire des synthèses chronologiques à partir de séries de données fournies par les méthodes chronométriques (TL/OSL, 14C, AM...), l'archéologie ou les paléoenvironnements (stratigraphie, chronotypologie, corrélations) ou encore l'histoire (textes, numismatique, inscriptions).",https://www.programmes.uliege.be/cocoon/20202021/cours/HAAR0247-1.html,['Faculté de Philosophie et Lettres'],['Liège Centre-ville'],"[""Master en histoire de l'art et archéologie, orientation archéométrie, à finalité""]",,0.3006937532560584,"{""climatologues forestiers specialistes"": 1, ""climatologues forestiers"": 1, ""climatologues"": 1}",0.0,{},0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
ZOOL0230-2,Méthodes de recensement et de monitoring des populations de poissons d'eau douce,2020-2021 ,['Michaël\xa0Ovidio'],['fr'],['master'],[3],"Cet enseignement, essentiellement pratique, consiste en des participations à des activités de recherche sur le terrain avec des membres de l'équipe du Laboratoire de Démographie des Poissons et d'Hydroécologie, en lien avec la thématique de l'écologie des poissons des eaux continentales. Des scéances de debriefing et des exercices de traitements des données acquises sur le terrain sont également prévues.",https://www.programmes.uliege.be/cocoon/20202021/cours/ZOOL0230-2.html,['Faculté des Sciences'],['Liège Sart-Tilman'],"['Master en biologie des organismes et écologie, à finalité']",,0.6472023144080152,"{""ecologie poissons eaux"": 1, ""ecologie poissons"": 1, ""ecologie"": 1}",0.0,{},0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
ARCH0006-2,Méthodologie du projet architectural II : composition bioclimatique,2020-2021 ,['Pierre\xa0Leclercq'],['fr'],['bachelier'],[8],"Le cours de Méthodologie du projet architectural introduit les règles fondamentales de la composition architecturale. Le second cours (Méthodo 2) s'adresse aux étudiants de 2e bac Ingénieur Civil Architecte. Il poursuit l'apprentissage du processus traditionnel de composition selon l'axe rationnel de la projétation architecturale. Il complète les éléments de la programmation architecturale que sont les exigences fonctionnelles par les performances locales externes. Ces matières couvrent les notions suivantes :


 

Intégration dans un site : approche visuelle, construction sur terrain en pente, incorporation au relief et accès différenciés. 
Environnement climatique : données climatiques et facteurs modifiants du climat. 
Géométrie solaire : projections sphériques et applications (analyse de site, taches solaires, protections solaires). 
Principes de conception climatique : confort humain, chauffage et refroidissement passif (captation, conservation, isolation, ventilation) 
Etude de cas et revue de presse.
 Applications : exercices thématiques, compostions architecturales bioclimatiques pour habitations  unifamiliales sous différents climats caractéristiques, projet bioclimatique final sous climat belge.",https://www.programmes.uliege.be/cocoon/20202021/cours/ARCH0006-2.html,['Faculté des Sciences Appliquées'],['Liège Centre-ville'],"[""Bachelier en sciences de l'ingénieur, orientation ingénieur civil architecte""]",,2.583421977832093,"{""solaires protections solaires"": 1, ""solaires protections"": 1, ""solaires principes conception"": 1, ""solaires principes"": 1, ""solaires"": 1, ""solaire projections spheriques"": 1, ""solaire projections"": 1, ""solaire"": 1, ""climats caracteristiques projet"": 1, ""climats caracteristiques"": 1, ""climats"": 1, ""climatiques facteurs modifiants"": 1, ""climatiques facteurs"": 1, ""climatiques"": 1, ""climatique donnees climatiques"": 1, ""climatique donnees"": 1, ""climatique confort humain"": 1, ""climatique confort"": 1, ""climatique"": 1}",0.0,{},0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
GBLX0060-2,Microbial ecology of water and wastewater,2020-2021 ,['Frank\xa0Delvigne'],['en'],['master'],[2],"1. Utilisation des communautés microbiennes pour le traitement des eaux usées


1.1. Technologie des boues activées (SA)


1.2. Technologies avancées


2. Le chémostat revisité


2.1. Pression sélective dans le chimiostat


2.2. Étude de cas : bactéries filamenteuses et non filamenteuses dans la SA


3. De la biologie synthétique à l'écologie synthétique


3.1. Biologie synthétique : comportement dynamique des circuits synthétiques


3.2. Écologie synthétique : conditions de coexistence de multiples espèces microbiennes


4. Travaux pratiques


4.1. Simulation numérique : modèles Monod, modèles Lokta-Voltera


4.2. Modélisation des systèmes multi-espèces 


4.3. Expériences : cytométrie en flux en ligne et/ou microfluidique",https://www.programmes.uliege.be/cocoon/20202021/cours/GBLX0060-2.html,['Gembloux Agro-Bio Tech'],['Gembloux'],"['Master : bioingénieur en chimie et bioindustries, à finalité']",,0.9213028290704292,"{""ecologie synthetique conditions"": 1, ""ecologie synthetique biologie"": 1, ""ecologie synthetique"": 1, ""ecologie"": 1}",0.0,{},0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
MBIO0002-1,Microbiologie pharmaceutique,2020-2021 ,"['Marie-Pierre\xa0Hayette', 'Pierrette\xa0Melin']",['fr'],['master'],[2],"L'enseignement comporte quatre parties, la première se rapporte aux antibiotiques et au rôle éducatif du pharmacien à propos du bon usage des antibiotiques, ensuite sont abordés la qualité microbiologique des médicaments, les agents et méthodes de stérilisation - désinfection et la dernière partie concerne la vaccination et l'ingénierie des vaccins.


 


 Après un rappel sur les différentes classes d'antibiotiques, cibles d'action, spectres d'activité, mécanismes de résistance, et indications thérapeutiques, l'importance de l'émergence de bactéries multi-résistantes et facteurs favorisant leur sélection, le rôle éducatif du pharmacien pour le bon usage des antibiotiques sera développé.


 Ensuite le cours introduit l'étudiant à la production de médicaments dans le respect des GMP et de l'assurance de qualité microbiologique.  L'impact des contaminations rapportées dans la littérature est décrit.  Les techniques de contrôle de production dans le respect de l'assurance de qualité microbiologique sont présentées.  Les principes des techniques de contrôle microbiologique des matières premières, des produits finis et de l'environnement de productions sont exposés.  Les référentiels de qualité microbiologique requise sont donnés par catégorie de produits.  Les formulations possibles pour améliorer la conservation sont discutées.


 


 La nécessité, les méthodes et agents de stérilisation, de désinfection et d'antisepsie utilisés à l'hôpital, en officine, en industrie ou dans la communauté sont exposés.


 


 L'impact majeur de l'immunoprophylaxie et de l'immunothérapie sur le contrôle des maladies infectieuses est rappelé.  Les différentes stratégies de formulation de vaccins sont décrites et commentées.  La stratégie vaccinale recommandée en Belgique est présentée ainsi que les principaux vaccins administrés dans notre pays.


 
Table des matières:





 


Antibiotiques 

 - Rappel


 - Emergence de bactéries multi-résistantes


 - Ecologie de la résistance


 - Rôle du pharmacien et moyens éducatifs pour un meilleur usage des antibiotiques




 


Qualité microbiologique des médicaments  

 - Introduction


 - Risques, causes et conséquences des contaminations


 - Contrôle du niveau de contamination     (Microorganismes contaminants et transmission; GMP et AQ; Référentiels; Méthodes de test; Contrôle par utilisation de conservateurs; Méthodes microbiologiques; Tests d'efficacité de la conservation antimicrobienne;Tests d'activité bactéricide des désinfectants)




 


Stérilisation - désinfection 

 - Introduction


 - Cibles - agents infectieux


 - Définitions et objectifs


 - Agents et méthodes de stérilisation:


          Procédés physiques (Chaleur  sèche et humide, filtration air et liquides, irradiation UV et ionisante)


         Gaz (Oxyde d'éthylène, formaldéhyde, gaz plasma H2O2)


         Agents chimiques (Acide peracétique)


         Contrôles de stérilisation et contrôle de stérilité


 - Antiseptiques et désinfectants




 


Les vaccins 

 - Introduction


 - Stratégies vaccinales


 - Conception des vaccins à l'ère de la génomique


 - Glycoconjugaison


 - Utilisation des toxines protéiques bactériennes


 - Adjuvants


 - Vaccins en Belgique",https://www.programmes.uliege.be/cocoon/20202021/cours/MBIO0002-1.html,['Faculté de Médecine'],['Liège Sart-Tilman'],"['Master en sciences pharmaceutiques, à finalité']",,0.20475533483905295,"{""ecologie resistance -"": 1, ""ecologie resistance"": 1, ""ecologie"": 1}",0.0,{},0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
MICR0120-9,Microbiologie générale,2020-2021 ,"['Marie-Pierre\xa0Hayette', 'Pierrette\xa0Melin', 'Marie-Pierre\xa0Hayette', 'Pierrette\xa0Melin']",['fr'],['bachelier'],[3],"
Partie théorique
- Ce cours introduit l'étudiant à l'univers invisible des microbes et à leurs rôles essentiels dans notre vie quotidienne: la plupart des microbes sont bénéfiques et protègent notre biosphère, une minorité est responsable de maladies.  Les microorganismes sont ubiquitaires et vivent dans des écosystèmes très variés et complexes. Leurs rôles dans les différents écosystèmes et celui de l'homme qui en agissant sur l'environnement influence l'évolution des microorganismes responsables de maladies émergeantes, sont mis en évidence.  


- La microbiologie est un domaine très complexe et évolutif.  La connaissance des caractéristiques spécifiques des microorganismes aide à la compréhension du développement de maladies infectieuses et des moyens disponibles pour les contrôler.


- Les microbes sont divisés en 4 grands groupes: les virus, les bactéries, les champignons et les parasites.   Les bactéries représentent la forme de vie la plus ancienne, à l'origine de l'évolution des formes de vie que nous connaissons.


- La découverte des microorganismes et la caractérisation de leurs structures ont été conditionnées par le développement de la microscopie.  Les principes fondamentaux de la vie microbienne, les caractéristiques des microorganismes, ainsi que leurs interactions avec l'environnement et les autres organismes vivants, en particulier avec l'homme, sont développés.  L'impact des microorganismes sur les différents cycles bio-géochimiques de notre planète est essentiel à toute survie. Dans leur environnement les microorganismes interagissent entre eux modulant positivement ou négativement leur développement.  La plasticité de leur génome leur permet des échanges horizontaux entre espèces, caractéristique à l'origine de l'évolution mais aussi de l'émergence de variants plus virulents ou plus résistants.  Les bactéries possèdent des structures cellulaires uniques qui peuvent devenir la cible d'agents antimicrobiens ou des facteurs d'identification et de stimulation d'une réponse immunitaire.  


- Les interactions entre les microbes et l'homme sont complexes: d'une simple colonisation transitoire à l'établissement d'une relation symbiotique à long terme, avec parfois la déclaration d'une maladie.  L'issue de ces relations dépend de la virulence des microorganismes, du site exposé et de la capacité de l'homme à se défendre contre les microorganismes. Le rôle des microorganismes opportunistes est évoqué. Une variété d'agents antimicrobiens peut inhiber le développement des microorganismes ou les éliminer, mais avec l'utilisation d'agents antimicrobiens, l'homme induit aussi une pression sélective favorable aux bactéries qui ont développé des mécanismes de résistance.  


- Les différentes approches du contrôle et prévention des maladies infectieuses sont décrites: l'amélioration de l'hygiène, l'accessibilité à l'eau potable, l'utilisation d'agents antimicrobiens, l'immunoprophylaxie, la stérilisation, l'usage d'agents antiseptiques et désinfectants.


- Dans une seconde partie du cours, les caractéristiques et propriétés des levures et champignons sont exposés, ainsi que celles des protozoaires et des helminthes.  Les différents types de cycles parasitaires sont décrits et des illustrations y sont associées.


- Les travaux pratiques introduisent les notions de biosécurité, les règles incontournables de l'hygiène comme le lavage des mains et les techniques de base utilisées en microbiologie.



Table des matières


- Introduction 


- Un peu d'histoire 


- Le monde microbien 


- Les bactéries, cellules procaryotes


 - Les champignons


 - Les parasites eucaryotes                                                                                                 


 - Les aspects bénéfiques des microbes


 - Concepts de maladie infectieuse et cycle 


 - Contrôle des maladies infectieuses


Travaux pratiques pour les sciences biomédicales
Chers étudiants,


ne vous êtes-vous jamais demandé à quoi pouvait  ressembler  le laboratoire de Microbiologie? De quelles façons les échantillons étaient traités pour obtenir une identification et un antibiogramme sur les agents pathogènes recherchés ? Quels étaient les différents secteurs d'activité représentés dans le laboratoire?


Afin de rendre plus concrètes vos connaissances en microbiologie,  les travaux pratiques introduisent les notions de biosécurité, les règles incontournables de l'hygiène comme le lavage des mains et les techniques de base utilisées en microbiologie pour le diagnostic des maladies infectieuses.",https://www.programmes.uliege.be/cocoon/20202021/cours/MICR0120-9.html,['Faculté de Médecine'],['Liège Sart-Tilman'],['Bachelier en sciences biomédicales'],,0.3494056416978077,"{""ecosystemes varies complexes"": 1, ""ecosystemes varies"": 1, ""ecosystemes homme agissant"": 1, ""ecosystemes homme"": 1, ""ecosystemes"": 1}",0.0,{},0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
MICR1717-1,Microbiologie générale et clinique,2020-2021 ,"['Marie-Pierre\xa0Hayette', 'Pierrette\xa0Melin']",['fr'],['bachelier'],[6],"
Microbiologie générale (P. Melin et MP.Hayette)


   Ce cours introduit l'étudiant à l'univers invisible des microbes et à leurs rôles essentiels dans notre vie quotidienne: la plupart des microbes sont bénéfiques et protègent notre biosphère, une minorité est responsable de maladies.  Les microorganismes sont ubiquitaires et vivent dans des écosystèmes très variés et complexes.


  La connaissance des caractéristiques spécifiques des microorganismes aide à la compréhension du développement de maladies infectieuses et des moyens disponibles pour les contrôler.


  Des 4 grands groupes de microbes, les virus, les bactéries, les champignons et les parasites, les bactéries représentent la forme de vie la plus ancienne, à l'origine de l'évolution des formes de vie que nous connaissons.


  Les caractéristiques des microorganismes ainsi que leurs interactions avec l'environnement et les autres organismes vivants, en particulier avec l'homme, sont développés.  La plasticité de leur génome leur permet des échanges horizontaux entre espèces, caractéristique à l'origine de l'évolution mais aussi de l'émergence de variants plus virulents ou plus résistants. 


  Les interactions entre les microbes et l'homme sont complexes. L'issue de ces relations dépend de la virulence des microorganismes, du site exposé et de la capacité de l'homme à se défendre contre les microorganismes.


  Les différentes approches du contrôle et prévention des maladies infectieuses sont décrites: l'amélioration de l'hygiène, l'accessibilité à l'eau potable, l'utilisation d'agents antimicrobiens, l'immunoprophylaxie, la stérilisation, l'usage d'agents antiseptiques et désinfectants.



Table des matières


P.Melin: Introduction/ Un peu d'histoire/ Le monde microbien/ Les bactéries, cellules procaryotes/ Les aspects bénéfiques des microbes/ Concepts de maladie infectieuse et cycle/ Contrôle des maladies infectieuses: prévention et approche thérapeutique/ MP.Hayette: les champignons et les parasites incluant protozoaires, helminthes et ectoparasites: principales caractéristiques, facteurs de virulence, interaction avec l'hôte.




Microbiologie clinique (MP. Hayette, P. Melin et J. Descy)


   Le cours est destiné à apporter des connaissances de base en microbiologie médicale. Il porte sur les principales maladies infectieuses rencontrées en communauté. Celles-ci seront abordées en fonction de leur fréquence et de leur relevance pour un(e) pharmacien(ne).


   Le cours sera axé sur l'épidémiologie, les signes cliniques, le diagnostic, la thérapeutique et la prévention. Les molécules anti-infectieuses seront détaillées en lien avec les résistances développées par les microorganismes et les effets secondaires majeurs. 


N.B. Les infections virales ne seront pas traitées (CF. Cours Prof. N.Jacobs).



Table des matières:  - les infections du tractus respiratoire, infections aigues et chroniques/ les infections urinaires/ les maladies sexuellement transmissibles/ les infections cutanées en insistant sur les infections provoquées par les staphylocoques dorés (S. aureus)/ les infections superficielles d'origine fongique (candidoses et dermatophytoses)/ les infections par les ectoparasites (poux, puces)/ deux exemples d'infections transmises par piqûre d'arthropodes seront présentées avec la maladie de Lyme (pathologie autochtone) et la malaria (maladie tropicale d'importation)/ infections mère enfant: GBS (P. Melin) et toxoplasmose / les mécanismes de résistance aux antibiotiques (J. Descy), antifongiques et antiparasitaires.



Des cas cliniques illustreront également le cours.",https://www.programmes.uliege.be/cocoon/20202021/cours/MICR1717-1.html,['Faculté de Médecine'],['Liège Sart-Tilman'],['Bachelier en sciences pharmaceutiques'],,0.18581194473587187,"{""ecosystemes varies complexes"": 1, ""ecosystemes varies"": 1, ""ecosystemes"": 1}",0.0,{},0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
MICR1713-1,Microorganismes extrémophiles,2020-2021 ,"['Georges\xa0Feller', 'Moreno\xa0Galleni', 'Annick\xa0Wilmotte']",['fr'],"['master', 'master']","[2, 2]","Les objectifs de ce cours sont d'apporter des éléments de réponse aux questions suivantes: quelles sont les limites physico-chimiques actuelles de la vie sur Terre? Quelle est la diversité phylogénétique et métabolique des organismes vivants dans les milieux extrêmes? Quels mécanismes ont-ils mis en oeuvre pour accomplir leur cycle vital dans ces conditions?


Les adaptations extrinsèques et intrinsèques des organismes aux conditions extrêmes (pH, température, pression, force ionique) seront analysées. Les analyses phylogénétiques permettent de situer les organismes extrémophiles dans les trois branches de l' « Arbre de la Vie », et nous examinerons leur diversité vue dans le contexte global de l'apparition et l'évolution de la Vie dans notre système solaire. Les méthodes moléculaires pour découvrir la diversité des microorganismes dans les communautés naturelles seront présentées. D'autre part, pour qu'il y ait évolution et diversité, il faut que des mécanismes permettent l'apparition de « nouveautés » génétiques et d'adaptations. Les différents types de mécanismes seront présentés, des mutations aux transferts latéraux de gènes. Ensuite, deux cas particuliers d'organismes seront présentés en plus de détail.(Cyanobactéries et Archébactéries)",https://www.programmes.uliege.be/cocoon/20202021/cours/MICR1713-1.html,"['Faculté des Sciences', 'Faculté des Sciences']","['Liège Sart-Tilman', 'Liège Sart-Tilman']","['Master en bioinformatique et modélisation, à finalité', 'Master en biochimie et biologie moléculaire et cellulaire, à finalité']",,0.37351225327912013,"{""solaire methodes moleculaires"": 1, ""solaire methodes"": 1, ""solaire"": 1}",0.0,{},0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
